z log L(Ha) f_Edd E(B-V) FWHM(Ha)
4.64820 41.91761 0.16000 0.64 1648
5.59510 41.85963 0.20000 0.99 1662
4.40935 41.86622 0.20000 0.68 1451
4.68123 41.99880 0.18000 0.67 1638
5.22943 42.09537 0.38000 0.39 1070
5.87461 42.14658 0.32000 0.69 1375
6.76026 42.98032 0.42000 0.64 1931
5.91900 42.09984 0.25200 0.27 2416
4.13320 42.68253 0.63000 0.45 2160
4.44800 42.20340 0.16700 0.36 2416
